sample_ID	provider_ID	genus	species	clade	location	sublocation	sex	gsdf_copies	chr19_ins_GT	chr19_ins_AC	chr7_ins_GT	chr7_ins_AC	avg_seq_depth	cram
cichl187579992	D29A01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	28,0	0/0	22,0	18.35	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187579992/fAstCal1.2/cichl187579992.mem.crumble.cram
cichl187579993	D29A02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	24,0	14.05	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187579993/fAstCal1.2/cichl187579993.mem.crumble.cram
cichl187579994	D29A03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	17,0	14.56	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187579994/fAstCal1.2/cichl187579994.mem.crumble.cram
cichl187579995	D29A04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	24,0	0/0	19,0	14.12	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187579995/fAstCal1.2/cichl187579995.mem.crumble.cram
cichl187579996	D29A05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	12,0	0/0	19,0	12.67	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187579996/fAstCal1.2/cichl187579996.mem.crumble.cram
cichl187579997	D29A06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	10,0	14.64	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187579997/fAstCal1.2/cichl187579997.mem.crumble.cram
cichl187579998	D29A07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	9,0	18.11	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187579998/fAstCal1.2/cichl187579998.mem.crumble.cram
cichl187579999	D29A08	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	11,0	14.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187579999/fAstCal1.2/cichl187579999.mem.crumble.cram
cichl187580000	D29A09	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	29,0	0/0	12,0	13.24	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580000/fAstCal1.2/cichl187580000.mem.crumble.cram
cichl187580002	D29B01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	27,0	13.79	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580002/fAstCal1.2/cichl187580002.mem.crumble.cram
cichl187580003	D29B02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	21,0	0/0	15,0	14.36	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580003/fAstCal1.2/cichl187580003.mem.crumble.cram
cichl187580004	D29B03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	17,0	0/0	28,0	15.03	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580004/fAstCal1.2/cichl187580004.mem.crumble.cram
cichl187580005	D29B04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	12,0	0/0	22,0	16.58	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580005/fAstCal1.2/cichl187580005.mem.crumble.cram
cichl187580006	D29B05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	13,0	0/0	27,0	16.45	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580006/fAstCal1.2/cichl187580006.mem.crumble.cram
cichl187580007	D29B06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	15,0	0/0	24,1	16.78	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580007/fAstCal1.2/cichl187580007.mem.crumble.cram
cichl187580008	D29B07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	22,0	0/0	22,0	16.36	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580008/fAstCal1.2/cichl187580008.mem.crumble.cram
cichl187580009	D29B08	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	24,0	0/0	14,0	16.85	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580009/fAstCal1.2/cichl187580009.mem.crumble.cram
cichl187580011	D29B10	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	22,0	0/0	20,0	13.8	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580011/fAstCal1.2/cichl187580011.mem.crumble.cram
cichl187580012	D29C01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	15,0	0/0	19,0	15.9	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580012/fAstCal1.2/cichl187580012.mem.crumble.cram
cichl187580013	D29C02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	18,0	17.71	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580013/fAstCal1.2/cichl187580013.mem.crumble.cram
cichl187580014	D29C03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	14,0	0/0	27,0	17.24	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580014/fAstCal1.2/cichl187580014.mem.crumble.cram
cichl187580015	D29C04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	22,0	17.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580015/fAstCal1.2/cichl187580015.mem.crumble.cram
cichl187580016	D29C05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	19,0	0/0	18,0	14.11	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580016/fAstCal1.2/cichl187580016.mem.crumble.cram
cichl187580017	D29C06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	30,0	15.93	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580017/fAstCal1.2/cichl187580017.mem.crumble.cram
cichl187580018	D29C07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	20,0	16.6	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580018/fAstCal1.2/cichl187580018.mem.crumble.cram
cichl187580019	D29C08	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	19,0	0/0	17,0	14.33	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580019/fAstCal1.2/cichl187580019.mem.crumble.cram
cichl187580020	D29C09	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	25,0	0/0	22,0	16.66	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580020/fAstCal1.2/cichl187580020.mem.crumble.cram
cichl187580021	D29C10	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	24,0	0/0	24,0	15.83	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580021/fAstCal1.2/cichl187580021.mem.crumble.cram
cichl187580022	D29D01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	27,0	0/0	17,0	15.84	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580022/fAstCal1.2/cichl187580022.mem.crumble.cram
cichl187580023	D29D02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	20,0	14.72	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580023/fAstCal1.2/cichl187580023.mem.crumble.cram
cichl187580024	D29D03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	21,0	0/0	10,0	18.26	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580024/fAstCal1.2/cichl187580024.mem.crumble.cram
cichl187580025	D29D04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	23,0	16.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580025/fAstCal1.2/cichl187580025.mem.crumble.cram
cichl187580026	D29D05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	33,0	16.86	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580026/fAstCal1.2/cichl187580026.mem.crumble.cram
cichl187580027	D29D06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	22,0	0/0	23,0	18.88	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580027/fAstCal1.2/cichl187580027.mem.crumble.cram
cichl187580028	D29D07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	28,0	0/0	30,0	18.71	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580028/fAstCal1.2/cichl187580028.mem.crumble.cram
cichl187580030	D29D09	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	25,0	0/0	11,0	14.41	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580030/fAstCal1.2/cichl187580030.mem.crumble.cram
cichl187580031	D29D10	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	19,0	15.3	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580031/fAstCal1.2/cichl187580031.mem.crumble.cram
cichl187580032	D29E01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	10,0	0/0	18,0	13.06	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580032/fAstCal1.2/cichl187580032.mem.crumble.cram
cichl187580033	D29E02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	22,0	0/0	13,0	14.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580033/fAstCal1.2/cichl187580033.mem.crumble.cram
cichl187580034	D29E03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	11,0	0/0	18,0	16.39	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580034/fAstCal1.2/cichl187580034.mem.crumble.cram
cichl187580035	D29E04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	17,0	14.99	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580035/fAstCal1.2/cichl187580035.mem.crumble.cram
cichl187580037	D29E06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	15,0	0/0	22,0	15.7	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580037/fAstCal1.2/cichl187580037.mem.crumble.cram
cichl187580038	D29E07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	18,0	15.47	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580038/fAstCal1.2/cichl187580038.mem.crumble.cram
cichl187580039	D29E08	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	22,0	0/0	26,0	15.76	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580039/fAstCal1.2/cichl187580039.mem.crumble.cram
cichl187580040	D29F01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	24,0	0/0	20,0	17.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580040/fAstCal1.2/cichl187580040.mem.crumble.cram
cichl187580041	D29F02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	30,0	0/0	21,0	18.18	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580041/fAstCal1.2/cichl187580041.mem.crumble.cram
cichl187580042	D29F03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	32,0	0/0	30,0	16.62	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580042/fAstCal1.2/cichl187580042.mem.crumble.cram
cichl187580043	D29F04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	31,0	0/0	23,0	17.55	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580043/fAstCal1.2/cichl187580043.mem.crumble.cram
cichl187580044	D29F05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	23,0	17.04	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580044/fAstCal1.2/cichl187580044.mem.crumble.cram
cichl187580045	D29F06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	24,0	14	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580045/fAstCal1.2/cichl187580045.mem.crumble.cram
cichl187580046	D29F07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	19,0	0/0	9,0	15.08	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580046/fAstCal1.2/cichl187580046.mem.crumble.cram
cichl187580047	D29E09	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	11,0	0/0	17,0	15.13	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580047/fAstCal1.2/cichl187580047.mem.crumble.cram
cichl187580048	D29E10	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	15,0	0/0	18,0	17.43	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580048/fAstCal1.2/cichl187580048.mem.crumble.cram
cichl187580049	D29F08	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	13,0	0/0	18,0	14.09	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580049/fAstCal1.2/cichl187580049.mem.crumble.cram
cichl187580050	D29F09	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	24,0	0/0	26,0	17.05	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580050/fAstCal1.2/cichl187580050.mem.crumble.cram
cichl187580051	D29F10	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	9,0	17.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580051/fAstCal1.2/cichl187580051.mem.crumble.cram
cichl187580052	D29G01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	15,0	0/0	22,0	16.73	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580052/fAstCal1.2/cichl187580052.mem.crumble.cram
cichl187580054	D29G03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	20,0	13.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580054/fAstCal1.2/cichl187580054.mem.crumble.cram
cichl187580056	D29G05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	13,0	17.31	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580056/fAstCal1.2/cichl187580056.mem.crumble.cram
cichl187580057	D29G06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	12,0	0/0	19,0	18.15	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580057/fAstCal1.2/cichl187580057.mem.crumble.cram
cichl187580058	D29G07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	10,0	17.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580058/fAstCal1.2/cichl187580058.mem.crumble.cram
cichl187580059	D29G08	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	17,0	0/0	17,0	14.44	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580059/fAstCal1.2/cichl187580059.mem.crumble.cram
cichl187580060	D29G09	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	14,0	0/0	8,0	20.51	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580060/fAstCal1.2/cichl187580060.mem.crumble.cram
cichl187580061	D29G10	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	11,0	0/0	25,0	13.35	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580061/fAstCal1.2/cichl187580061.mem.crumble.cram
cichl187580062	D29H01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	11,0	13.33	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580062/fAstCal1.2/cichl187580062.mem.crumble.cram
cichl187580063	D29H02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	11,0	0/0	22,0	14.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580063/fAstCal1.2/cichl187580063.mem.crumble.cram
cichl187580064	D29H03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	11,0	0/0	21,0	15.46	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580064/fAstCal1.2/cichl187580064.mem.crumble.cram
cichl187580065	D29H04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	17,0	0/0	18,0	14.47	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580065/fAstCal1.2/cichl187580065.mem.crumble.cram
cichl187580476	G01F02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	22,0	0/0	17,0	15.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580476/fAstCal1.2/cichl187580476.mem.crumble.cram
cichl187580477	G01F06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	13,0	0/0	19,0	14.31	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580477/fAstCal1.2/cichl187580477.mem.crumble.cram
cichl187580494	G03I01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	24,0	0/0	39,0	16.66	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580494/fAstCal1.2/cichl187580494.mem.crumble.cram
cichl187580496	G03I04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	28,0	0/0	10,0	15.45	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580496/fAstCal1.2/cichl187580496.mem.crumble.cram
cichl187580497	G03J02	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	21,0	0/0	21,0	16.82	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580497/fAstCal1.2/cichl187580497.mem.crumble.cram
cichl187580498	G03J08	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	35,0	15.65	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580498/fAstCal1.2/cichl187580498.mem.crumble.cram
cichl187580499	G04A03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	15,0	0/0	16,0	16.11	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580499/fAstCal1.2/cichl187580499.mem.crumble.cram
cichl187580503	G04G05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	21,0	0/0	22,0	17.56	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580503/fAstCal1.2/cichl187580503.mem.crumble.cram
cichl187580504	G04H05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	29,0	0/0	30,0	16.58	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580504/fAstCal1.2/cichl187580504.mem.crumble.cram
cichl187580505	G04H06	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	22,0	0/0	24,0	16.34	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580505/fAstCal1.2/cichl187580505.mem.crumble.cram
cichl187580506	G04I09	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	26,0	16.16	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580506/fAstCal1.2/cichl187580506.mem.crumble.cram
cichl187580507	G04I10	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	18,0	0/0	26,0	16.17	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580507/fAstCal1.2/cichl187580507.mem.crumble.cram
cichl187580508	G05A01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	25,0	16.06	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580508/fAstCal1.2/cichl187580508.mem.crumble.cram
cichl187580510	G05A07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	13,0	0/0	18,0	15.82	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580510/fAstCal1.2/cichl187580510.mem.crumble.cram
cichl187580515	G05H04	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	22,0	0/0	25,0	15.88	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580515/fAstCal1.2/cichl187580515.mem.crumble.cram
cichl187580528	G08A03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	24,0	0/0	45,0	17.99	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580528/fAstCal1.2/cichl187580528.mem.crumble.cram
cichl187580529	G08A05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	16,0	0/0	12,0	17.87	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580529/fAstCal1.2/cichl187580529.mem.crumble.cram
cichl187580530	G08B05	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	25,0	0/0	15,0	17.08	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580530/fAstCal1.2/cichl187580530.mem.crumble.cram
cichl187580531	G08B07	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	23,0	0/0	31,1	18.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580531/fAstCal1.2/cichl187580531.mem.crumble.cram
cichl187580532	G08C03	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	25,0	0/0	15,0	21.95	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580532/fAstCal1.2/cichl187580532.mem.crumble.cram
cichl187580533	G08D01	Astatotilapia	calliptera	AstCal	Lake Masoko	Deep	M	3	0/0	20,0	0/0	19,0	16.05	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580533/fAstCal1.2/cichl187580533.mem.crumble.cram
